nim,kode_mk,nilai_angka,nilai_huruf,semester
2420194,SI1201,76,C,1
2420195,SD2401,65,A,6
2420195,SD1201,79,B,3
2420195,SD2201,71,D,5
2420196,IF1201,89,C,3
2420196,SD1101,94,C,6
2420196,SD1102,77,E,2
2420197,SD1101,70,B,5
2420197,IF1201,80,E,4
2420197,SI1201,67,C,3
2420198,SD2401,79,C,3
2420198,SD1201,67,B,6
2420198,SD1101,71,A,1
2420199,SD2201,64,A,2
2420199,SD2301,81,E,5
2420199,SD1101,68,C,1
2420200,IF1101,76,D,4
2420200,SD2201,77,B,4
2420200,SD2101,65,D,2
2420201,SD1201,88,C,4
2420201,SD1101,75,A,5
2420201,SI1201,64,C,1
2420202,SD2201,52,B,2
2420202,IF1101,65,E,2
2420202,SD1101,84,B,3
2420203,SD1101,72,C,1
2420203,SD2201,80,D,6
2420203,IF1201,74,B,2
2420204,IF1101,61,B,5
2420204,SD2301,60,D,6
2420204,IF1201,70,D,6
2420205,SI1201,72,D,5
2420205,SD2101,60,D,4
2420205,SD1102,70,E,3
2420206,SD2201,78,C,6
2420206,SD2101,56,D,5
2420206,SD1202,62,D,1
2420207,SI1201,60,E,5
2420207,SD2201,67,D,3
2420207,SI1101,84,B,2
2420208,SD2101,69,E,6
2420208,SI1101,86,C,1
2420208,SI1201,69,E,5
2420209,SD1102,78,C,3
2420209,IF1101,69,A,1
2420209,SD2101,71,B,4
2420210,SD1201,67,A,2
2420210,SI1101,77,D,1
2420210,SD2401,56,A,2
2420211,SD2201,,B,3
2420211,SD1101,66,D,4
2420211,IF1101,53,C,1
2420212,SD1202,70,C,2
2420212,SD2201,74,D,2
2420212,SD1101,78,D,2
2420213,SD1101,60,C,1
2420213,SD2201,77,A,1
2420213,SD1201,82,B,5
2420214,SD1102,78,C,1
2420214,IF1101,75,E,3
2420214,SD2401,54,D,2
2420215,SD1102,73,B,6
2420215,IF1101,56,A,1
2420215,SI1101,78,B,3
2420216,SD2401,63,C,5
2420216,SD2201,68,E,2
2420216,IF1101,63,D,2
2420217,IF1101,83,E,6
2420217,SI1101,66,D,4
2420217,SD2101,59,E,4
2420218,SD1201,78,A,5
2420218,SD1101,82,B,4
2420218,IF1101,82,A,3
2420219,SD2101,68,C,2
2420219,SD1101,72,B,2
2420219,SD2301,50,C,2
2420220,SD1102,86,C,2
2420220,SI1201,56,C,1
2420220,SD1101,60,D,5
2420221,SD1202,72,E,6
2420221,IF1201,51,E,1
2420221,SD2301,70,B,3
2420222,IF1201,66,B,6
2420222,SI1201,69,B,3
2420222,SD1201,51,D,2
2420223,SD2301,97,C,1
2420223,IF1201,71,A,3
2420223,SD1101,85,C,3
2420224,SD1202,86,C,5
2420224,SD2101,87,C,1
2420224,SD1102,75,D,4
2420225,SD2301,53,D,6
2420225,SI1201,73,A,5
2420225,SD1202,66,C,2
2420226,IF1201,86,C,2
2420226,SD2301,86,C,2
2420226,IF1101,75,B,3
2420227,SD2101,69,D,4
2420227,SD1101,57,E,6
2420227,SD1202,49,D,6
2420228,SI1201,65,D,4
2420228,SD1202,67,C,5
2420228,IF1101,68,C,5
2420229,SD1101,74,A,4
2420229,SD2401,90,C,2
2420229,IF1101,52,B,2
2420230,IF1101,79,B,1
2420230,SD1101,73,D,1
2420230,SD2201,60,E,4
2420231,IF1201,69,A,3
2420231,SD1202,79,A,5
2420231,SD2301,62,B,5
2420232,SD1202,100,C,1
2420232,SD2301,52,D,5
2420232,IF1101,58,E,1
2420233,IF1101,62,C,6
2420233,SD1101,66,B,6
2420233,SD2401,64,A,3
2420234,SD1101,99,C,1
2420234,SD2201,64,E,3
2420234,SD1201,79,B,6
2420235,IF1101,47,B,4
2420235,SI1201,66,D,2
2420235,SD2101,71,D,5
2420236,SD1101,65,D,1
2420236,SI1201,66,A,1
2420236,SD2301,75,B,5
2420237,SI1201,64,C,5
2420237,SD1202,67,E,3
2420237,SD2201,47,C,5
2420238,SD2101,95,C,6
2420238,IF1101,57,D,6
2420238,SD1101,70,B,6
2420239,SD2301,68,E,5
2420239,SD1102,42,C,2
2420239,SD1201,71,B,5
2420240,SD1102,76,D,3
2420240,SD1202,63,B,5
2420240,SD2101,64,E,2
2420241,SD2201,62,D,2
2420241,SD1202,90,C,2
2420241,IF1101,62,B,6
2420242,SD1201,57,D,2
2420242,IF1201,60,D,3
2420242,SD2201,59,B,2
2420243,SD2401,56,E,5
2420243,SD1102,78,A,4
2420243,IF1101,63,A,6
2420244,SD1102,93,C,2
2420244,SD1101,71,B,3
2420244,SI1201,55,A,6
2420245,SD1101,88,C,4
2420245,SD1202,69,A,3
2420245,SD1102,73,B,3
2420246,SD2301,72,E,2
2420246,SD2401,65,A,4
2420246,SD1202,75,C,3
2420247,IF1201,81,C,6
2420247,SI1101,43,D,4
2420247,SD1201,64,A,3
2420248,SI1101,68,C,6
2420248,SD1202,82,D,2
2420248,SD2101,74,D,4
2420249,SD2101,80,C,1
2420249,IF1101,84,E,5
2420249,IF1201,71,A,3
2420250,SI1201,93,C,4
2420250,SI1101,77,D,6
2420250,SD1201,81,E,4
2420251,SD2201,68,A,5
2420251,SD2101,,B,4
2420251,SD1102,95,C,1
2420252,SI1201,70,D,3
2420252,SD2201,72,C,1
2420252,SI1101,53,B,1
2420253,SD1202,68,C,6
2420253,SD2301,62,B,5
2420253,IF1201,82,C,5
2420254,SD2101,97,C,2
2420254,SD1101,72,E,4
2420254,SD1201,48,D,4
2420255,SI1101,73,B,3
2420255,SD2101,65,A,2
2420255,SD1102,65,B,4
2420256,SD2401,80,C,3
2420256,IF1201,92,C,3
2420256,SD1102,69,C,5
2420257,SD2201,57,A,5
2420257,SD1201,80,B,2
2420257,SD1202,94,C,3
2420258,SD1101,72,B,1
2420258,SD2301,83,A,2
2420258,SD1202,62,B,4
2420259,SD1201,77,D,2
2420259,SD2101,62,D,3
2420259,SD1101,49,A,1
2420260,SD2401,72,D,3
2420260,SD1101,58,E,1
2420260,IF1101,54,B,3
2420261,SD1201,79,D,2
2420261,SD1202,84,D,4
2420261,SD2201,70,A,3
2420262,IF1101,76,C,4
2420262,SD1202,70,B,6
2420262,SD2201,69,A,1
2420263,SI1201,68,E,3
2420263,SD2401,86,C,1
2420263,IF1101,69,D,2
2420264,SI1201,70,D,3
2420264,SD1202,47,A,3
2420264,SD2101,58,E,4
2420265,SD2101,90,C,1
2420265,SD1102,65,C,3
2420265,SD1202,73,B,3
2420266,SI1101,70,A,1
2420266,SD2101,82,A,5
2420266,SD1102,74,C,4
2420267,SI1201,62,E,3
2420267,SD2401,76,E,1
2420267,SD2301,87,C,1
2420268,SD1101,65,D,5
2420268,IF1101,83,E,5
2420268,SI1101,94,C,3
2420269,SD1101,56,B,6
2420269,SD1201,67,C,4
2420269,IF1101,93,C,2
2420270,SD2401,77,B,4
2420270,SD2201,49,E,3
2420270,IF1201,75,C,6
2420271,IF1101,60,D,4
2420271,SI1201,68,C,5
2420271,SD2101,83,A,3
2420272,IF1201,54,E,3
2420272,IF1101,59,B,6
2420272,SD2301,86,C,4
2420273,SD1101,74,D,1
2420273,SD2401,61,D,4
2420273,SI1201,,E,2
2420274,SD2301,62,C,3
2420274,SI1101,54,B,4
2420274,SD2201,64,C,2
2420275,IF1101,87,C,6
2420275,SD2401,62,D,4
2420275,SI1101,72,C,1
2420276,SD1101,72,A,6
2420276,SD2201,58,A,5
2420276,SI1201,69,A,4
2420277,IF1201,91,C,2
2420277,SD2201,70,E,6
2420277,IF1101,74,C,3
2420278,SD2101,51,A,2
2420278,SD1202,64,D,4
2420278,SD1102,69,E,2
2420279,SD2201,65,B,5
2420279,SD2101,84,D,3
2420279,SD1201,62,E,1
2420280,SD2301,73,A,5
2420280,SD2101,39,E,4
2420280,SD2201,72,E,1
2420281,SD1201,74,E,2
2420281,IF1101,,C,4
2420281,SD2101,73,E,2
2420282,SD2401,82,A,6
2420282,IF1101,87,C,5
2420282,SD2201,74,C,6
2420283,SD2201,58,B,5
2420283,SD1102,70,B,4
2420283,IF1201,76,E,2
2420284,SD2201,72,C,5
2420284,SD1102,94,C,2
2420284,SD2101,70,B,4
2420285,IF1201,82,A,6
2420285,SD1202,58,B,2
2420285,SD2401,86,C,2
2420286,IF1201,51,C,2
2420286,SD1202,85,C,2
2420286,SD2301,84,E,5
2420287,IF1201,72,B,4
2420287,SD1102,78,C,2
2420287,SD2401,69,A,6
2420288,SD1202,70,A,6
2420288,SD2101,60,D,1
2420288,SD2201,88,C,5
2420289,IF1201,60,D,1
2420289,SD1201,66,A,6
2420289,SI1101,80,B,2
2420290,SD2201,51,B,1
2420290,SD1102,63,A,1
2420290,SD2401,82,E,2
2420291,SD1101,77,B,5
2420291,SD1102,74,E,3
2420291,SD2301,69,D,4
2420292,SD2101,73,A,4
2420292,IF1201,80,A,5
2420292,SD1102,74,A,4
2420293,SI1201,,E,6
2420293,SD1101,79,A,4
2420293,SD2401,46,D,6
2420294,SI1101,66,C,2
2420294,SD1102,74,C,1
2420294,IF1201,37,D,4
2420295,IF1201,95,C,4
2420295,SD1201,69,C,2
2420295,SD1202,74,E,5
2420296,SD1102,69,C,4
2420296,SD2201,78,C,4
2420296,SD1101,83,D,4
2420297,SD2401,65,E,4
2420297,SI1201,75,A,2
2420297,IF1101,74,D,1
2420298,SD2301,,C,6
2420298,SD1201,57,C,2
2420298,SD2401,,B,4
2420299,SD2301,81,D,1
2420299,SD2401,62,D,5
2420299,SD2101,53,C,2
2420300,SI1201,91,C,3
2420300,SD2201,42,A,1
2420300,SD1101,74,A,5
2230001,SI1201,88,C,4
2230001,IF1201,63,E,5
2230001,SD2301,74,C,1
2230002,SD1202,76,E,5
2230002,SD1101,76,B,2
2230002,SD2201,74,B,3
2230003,SD1201,,E,4
2230003,SD2401,74,E,4
2230003,IF1201,73,E,5
2230004,IF1101,74,A,5
2230004,SD2301,59,C,2
2230004,SD2201,81,A,4
2230005,SD1102,71,A,2
2230005,SD1201,73,C,2
2230005,IF1201,76,C,3
2230006,SD2301,47,D,2
2230006,SI1101,54,D,3
2230006,SD1101,67,E,1
2230007,IF1201,83,D,4
2230007,SD1202,62,A,1
2230007,SD2201,96,C,4
2230008,SI1201,72,C,4
2230008,SD1202,79,C,1
2230008,SD1101,86,C,5
2230009,SD1101,60,D,6
2230009,SI1201,62,E,6
2230009,SD1102,55,B,1
2230010,SI1201,60,A,6
2230010,IF1101,68,B,3
2230010,SD1102,79,E,3
2230011,SI1201,61,C,6
2230011,SD2301,65,E,3
2230011,SD1102,56,D,6
2230012,SI1101,69,D,4
2230012,SD1202,67,B,6
2230012,SD2401,71,E,3
2230013,SD2301,80,B,2
2230013,SD2401,90,C,3
2230013,SD1102,98,C,1
2230014,SD2401,71,A,3
2230014,SD1102,77,A,3
2230014,SD1202,88,C,3
2230015,SI1101,79,B,4
2230015,SD2101,72,B,2
2230015,IF1201,89,C,6
2230016,SD1201,74,D,4
2230016,SI1101,,C,4
2230016,SD2201,50,C,4
2230017,SD2401,85,C,3
2230017,IF1201,94,C,4
2230017,SI1201,39,B,1
2230018,SD2201,68,E,3
2230018,SD2401,74,B,5
2230018,SD2301,75,B,2
2230019,IF1101,83,C,2
2230019,SI1201,70,A,5
2230019,IF1201,48,B,5
2230020,SD2101,63,C,4
2230020,SI1201,45,B,3
2230020,SI1101,70,C,5
2230021,SD1102,71,A,5
2230021,SD1201,69,A,1
2230021,IF1201,60,D,3
2230022,IF1101,65,B,3
2230022,SI1101,54,B,1
2230022,SD1102,66,E,6
2230023,IF1201,84,E,4
2230023,SI1201,87,C,4
2230023,SD2201,61,B,3
2230024,SD1202,67,A,6
2230024,SD2101,80,A,6
2230024,IF1101,77,D,4
2230025,SD1202,92,C,6
2230025,SI1201,65,E,2
2230025,SD1102,73,D,3
2230026,SD2101,52,B,6
2230026,SD1102,68,A,3
2230026,SD1202,77,E,4
2230027,SD1102,66,D,6
2230027,SD1101,78,D,2
2230027,SI1101,55,E,6
2230028,SI1101,57,B,6
2230028,SD1101,61,A,1
2230028,SD2101,79,D,4
2230029,IF1201,75,C,3
2230029,SD1201,59,D,4
2230029,SD2101,74,E,3
2230030,SD1201,72,A,1
2230030,SI1201,62,B,5
2230030,SD2401,60,A,2
2230031,SD2301,,B,3
2230031,SI1101,73,A,3
2230031,SD1201,72,A,2
2230032,SD2101,65,A,6
2230032,SD2301,69,D,2
2230032,IF1101,54,A,6
2230033,SD2201,76,A,3
2230033,SD2401,63,B,5
2230033,SI1201,79,D,4
2230034,SD1102,57,A,2
2230034,SD2401,68,C,3
2230034,SD1101,70,A,6
2230035,SD1101,50,E,5
2230035,SD1201,65,A,6
2230035,SD2401,63,D,5
2230036,SD1202,54,B,3
2230036,SD2401,88,C,1
2230036,SI1201,58,E,6
2230037,SD1101,86,C,2
2230037,SD2301,60,E,3
2230037,SD2101,60,E,3
2230038,SD2201,58,A,2
2230038,SD2101,67,A,3
2230038,SD1201,95,C,4
2230039,IF1201,88,C,5
2230039,SD1102,48,B,6
2230039,SD1201,92,C,1
2230040,SI1201,67,C,5
2230040,SD1202,87,C,6
2230040,SD2401,79,A,3
2230041,SD1101,,D,5
2230041,SD2201,98,C,4
2230041,SD2301,62,E,4
2230042,SI1201,82,D,4
2230042,SD2201,85,C,2
2230042,SD1202,66,D,4
2230043,SI1201,60,D,2
2230043,SI1101,70,A,3
2230043,SD2201,54,C,5
2230044,SD2201,57,A,5
2230044,SD2401,76,E,2
2230044,SD1102,90,C,1
2230045,SI1101,,E,5
2230045,SD2201,54,D,6
2230045,SD1201,75,B,2
2230046,SD2301,98,C,2
2230046,SD2201,65,C,4
2230046,SD1201,61,E,1
2230047,SI1201,79,E,1
2230047,SD1102,83,E,4
2230047,SD2401,69,B,2
2230048,SD2201,78,A,1
2230048,SD1101,61,C,3
2230048,SD1201,66,D,3
2230049,SD1102,69,D,4
2230049,SD1201,53,E,2
2230049,SI1201,56,E,5
2230050,SI1101,73,C,2
2230050,SD2301,61,E,5
2230050,SD1201,92,C,4
2230051,SD1101,71,C,3
2230051,SD2201,81,C,4
2230051,SD2301,,A,1
2230052,SI1101,55,D,2
2230052,SD1101,81,B,4
2230052,SD2301,76,B,2
2230053,SD1202,63,D,4
2230053,SD2401,71,D,6
2230053,SI1201,73,C,3
2230054,SD1101,96,C,3
2230054,SD1202,89,C,5
2230054,SD2201,53,D,1
2230055,SD2301,55,A,6
2230055,SD1102,64,A,2
2230055,SD1101,78,A,2
2230056,IF1201,100,C,3
2230056,SD2401,77,E,5
2230056,SD2101,69,D,5
2230057,IF1101,95,C,2
2230057,IF1201,60,A,2
2230057,SI1101,,C,6
2230058,SD1102,78,C,6
2230058,SD2201,69,B,5
2230058,IF1201,66,B,5
2230059,SD2201,59,C,6
2230059,SI1101,58,C,1
2230059,IF1201,79,D,2
2230060,SD1202,77,D,2
2230060,IF1101,75,B,3
2230060,SD2401,65,E,1
2230061,SD2401,85,C,4
2230061,SD1201,66,C,2
2230061,SD1102,88,C,6
2230062,SD1201,81,D,4
2230062,SD2201,64,B,6
2230062,SD2401,73,D,5
2230063,SD1202,52,D,2
2230063,SI1101,57,E,2
2230063,IF1201,85,C,6
2230064,SD2401,72,B,4
2230064,SD1202,71,E,4
2230064,SD2201,51,D,1
2230065,SD1102,62,D,4
2230065,SI1201,79,B,1
2230065,SD2401,51,E,3
2230066,SI1101,73,D,2
2230066,SI1201,60,C,1
2230066,SD1202,49,E,1
2230067,SD1101,44,E,6
2230067,SD2401,,E,2
2230067,SD2101,48,E,5
2230068,SD1102,81,D,2
2230068,SD2101,58,E,1
2230068,SI1201,79,B,4
2230069,SD1101,60,E,2
2230069,SD1201,,D,4
2230069,SD2301,76,C,1
2230070,SD1202,78,C,4
2230070,SD2301,76,A,1
2230070,SD1101,76,B,5
2230071,IF1201,91,C,2
2230071,SD2101,74,D,6
2230071,SD1101,,C,2
2230072,SD2101,75,B,2
2230072,SD2401,,B,6
2230072,IF1201,70,A,6
2230073,SD2201,90,C,2
2230073,SD2101,92,C,6
2230073,SD2401,52,C,5
2230074,SD2201,73,D,4
2230074,SD1102,79,D,5
2230074,SD1201,84,E,2
2230075,SD2401,62,D,3
2230075,SD2101,71,A,2
2230075,SD2201,81,A,3
2230076,SD2201,58,C,1
2230076,IF1101,70,B,5
2230076,IF1201,70,B,5
2230077,SD2301,80,D,1
2230077,SD1202,65,E,1
2230077,IF1101,65,B,1
2230078,SD2301,,B,3
2230078,SD1202,65,A,5
2230078,SD2401,77,A,5
2230079,IF1201,80,D,1
2230079,IF1101,41,A,2
2230079,SD1102,69,D,1
2230080,SD2301,53,D,1
2230080,SD2101,78,E,2
2230080,SD1102,76,A,4
2230081,SD2101,77,A,5
2230081,IF1101,55,A,5
2230081,SD2301,76,A,4
2230082,SD1102,75,B,2
2230082,SD2401,100,C,4
2230082,SI1201,70,D,6
2230083,SD2301,91,C,2
2230083,SD1102,75,A,6
2230083,SD2401,83,B,6
2230084,SD1101,73,A,4
2230084,IF1201,89,C,5
2230084,SD2101,79,A,6
2230085,SD1101,37,E,1
2230085,SD1201,76,E,1
2230085,SI1101,51,E,3
2230086,SD1101,66,E,1
2230086,SD1202,77,C,4
2230086,IF1101,60,D,1
2230087,IF1201,75,D,3
2230087,SD2401,74,D,2
2230087,SI1201,65,E,2
2230088,SD1101,81,B,1
2230088,SI1101,74,B,4
2230088,SD2101,86,C,3
2230089,SD2401,71,B,6
2230089,SD2101,86,C,3
2230089,SD1202,52,D,1
2230090,SD2201,73,E,5
2230090,SD1201,68,A,2
2230090,SI1201,58,D,5
2230091,SD1102,87,C,3
2230091,SD1201,71,B,6
2230091,SD1202,46,E,2
2230092,SD2101,55,B,6
2230092,SD1101,57,B,1
2230092,SD1202,76,E,5
2230093,SD2201,79,C,3
2230093,SI1101,46,E,1
2230093,SI1201,85,C,6
2230094,IF1201,70,D,4
2230094,SD1102,55,A,4
2230094,IF1101,65,D,6
2230095,SD1202,86,C,1
2230095,SD2101,52,C,6
2230095,SI1201,46,D,3
2230096,SD1101,76,C,3
2230096,IF1101,62,D,6
2230096,SD1102,72,D,2
2230097,SD2301,57,C,2
2230097,SD1102,100,C,6
2230097,SD2101,64,B,3
2230098,IF1101,54,A,3
2230098,SI1201,76,E,4
2230098,SD1202,71,C,5
2230099,SD2101,69,E,1
2230099,SD1202,65,C,3
2230099,SD2301,65,B,4
2230100,IF1101,71,A,6
2230100,SD1101,94,C,3
2230100,SD1201,,D,1
2230101,SD1102,74,A,5
2230101,SD1101,74,A,3
2230101,IF1101,45,E,4
2230102,SD1101,64,E,3
2230102,SD2201,69,C,6
2230102,SD1202,59,E,1
2230103,SD2201,84,A,3
2230103,SD2101,88,C,6
2230103,SD2301,81,C,1
2230104,IF1201,98,C,1
2230104,SI1101,67,A,1
2230104,SD1102,50,C,1
2230105,SD2201,66,C,4
2230105,IF1201,80,B,3
2230105,SI1201,99,C,1
2230106,IF1101,84,A,5
2230106,SD1202,96,C,3
2230106,SD2101,66,A,4
2230107,SD1102,61,C,3
2230107,SI1101,74,D,5
2230107,SD1201,83,A,6
2230108,SD2301,70,C,3
2230108,IF1101,80,A,2
2230108,SD1101,57,D,3
2230109,IF1101,86,C,5
2230109,SD2301,78,C,2
2230109,SI1201,73,E,6
2230110,SD2401,55,C,2
2230110,SD2301,69,E,4
2230110,SD2201,72,B,1
2230111,SD2201,72,A,1
2230111,SD2101,75,C,1
2230111,SI1201,86,C,3
2230112,SD2301,49,C,2
2230112,SD2101,62,B,3
2230112,SD1201,82,E,1
2230113,SD2101,71,D,1
2230113,SD1102,51,D,4
2230113,IF1101,75,A,6
2230114,SI1201,81,C,6
2230114,SD2301,57,D,6
2230114,SD2201,86,C,5
2230115,SD2401,86,C,5
2230115,SI1101,60,A,2
2230115,IF1101,100,C,1
2230116,SD1201,82,C,5
2230116,SD2201,71,E,6
2230116,SI1101,55,A,1
2230117,IF1201,54,B,4
2230117,SD2201,86,C,1
2230117,SD1102,92,C,3
2230118,SD2101,61,D,1
2230118,IF1101,57,D,5
2230118,SI1101,77,B,6
2230119,SD1201,74,D,3
2230119,IF1101,83,D,6
2230119,SD2201,66,A,5
2230120,SD1202,75,A,6
2230120,SD2301,58,B,6
2230120,SD2101,73,A,3
2230121,SD1201,68,B,5
2230121,SD2301,81,E,6
2230121,IF1101,78,E,2
2230122,SD1101,73,C,5
2230122,SD1102,55,C,3
2230122,SD1201,87,C,2
2230123,SD2101,93,C,4
2230123,SD1202,59,E,1
2230123,SD2301,73,B,6
2230124,SD1102,55,E,5
2230124,IF1101,81,C,6
2230124,SD1201,63,D,4
2230125,SD2201,71,E,3
2230125,IF1201,41,E,6
2230125,SD1202,90,C,5
2230126,SD2201,96,C,5
2230126,IF1101,73,D,6
2230126,SD2301,63,B,3
2230127,IF1201,80,B,6
2230127,SI1201,72,D,3
2230127,SD1201,80,D,5
2230128,SD1202,35,B,4
2230128,IF1101,88,C,2
2230128,SD2401,74,A,5
2230129,IF1201,65,A,5
2230129,IF1101,71,D,2
2230129,SD2401,50,E,3
2230130,SD2301,54,E,2
2230130,SD2401,67,A,4
2230130,SI1201,65,A,6
2230131,IF1201,79,D,1
2230131,SD1201,83,A,3
2230131,SI1101,72,C,5
2230132,SD2301,64,A,1
2230132,SI1201,89,C,1
2230132,SI1101,83,A,4
2230133,IF1101,70,A,3
2230133,SD2301,76,D,1
2230133,SD1101,95,C,6
2230134,SD2201,68,D,5
2230134,SD2301,54,B,5
2230134,SD1101,56,B,6
2230135,SI1101,43,B,2
2230135,SD1201,63,A,1
2230135,SD2401,76,E,3
2230136,SI1101,72,B,5
2230136,SI1201,84,A,4
2230136,SD2201,62,E,6
2230137,SI1101,63,E,3
2230137,SD2201,91,C,4
2230137,SD1101,55,A,4
2230138,SD1201,57,D,2
2230138,SD2401,52,D,3
2230138,SD1102,,E,2
2230139,SI1201,76,E,1
2230139,SD1101,73,A,4
2230139,SD2201,65,B,1
2230140,SD1202,69,A,5
2230140,IF1101,98,C,2
2230140,SI1201,77,D,6
2230141,SD2201,84,B,4
2230141,IF1101,83,D,6
2230141,SD1201,60,C,5
2230142,SD2101,92,C,4
2230142,SD1201,73,B,1
2230142,SI1201,70,B,6
2230143,SD2301,87,C,3
2230143,SD1102,62,B,6
2230143,SI1201,63,C,6
2230144,SD2101,67,C,4
2230144,SD1201,95,C,3
2230144,IF1201,96,C,4
2230145,IF1201,59,E,2
2230145,SD2101,75,D,4
2230145,SD1102,77,C,6
2230146,SD2401,46,D,2
2230146,SD2301,57,E,5
2230146,IF1101,76,A,3
2230147,SI1201,58,D,6
2230147,SD1202,59,A,2
2230147,SD2101,72,D,2
2230148,SD2101,85,C,2
2230148,IF1201,66,E,1
2230148,IF1101,76,E,2
2230149,SI1101,73,D,2
2230149,IF1101,100,C,5
2230149,SI1201,66,A,5
2230150,SD1202,87,C,5
2230150,SD2301,90,C,5
2230150,SD2401,63,D,1
2230151,SD1201,73,A,5
2230151,IF1101,85,C,1
2230151,IF1201,100,C,3
2230152,SD1102,78,B,1
2230152,IF1201,76,B,4
2230152,SD2101,61,D,1
2230153,SD1101,53,B,3
2230153,SD1202,60,D,5
2230153,SD1102,86,C,6
2230154,SD2201,68,D,3
2230154,SD2101,63,D,6
2230154,SI1101,86,C,2
2230155,SD1101,54,E,1
2230155,SD2301,67,D,4
2230155,SD2201,59,C,1
2230156,IF1101,58,B,6
2230156,SD2401,82,A,5
2230156,SD1202,81,B,5
2230157,SD2201,80,A,2
2230157,SI1201,65,E,1
2230157,SD1102,66,C,1
2230158,IF1201,83,B,5
2230158,SD2301,52,E,3
2230158,SD1202,77,C,3
2230159,SI1101,88,C,4
2230159,IF1101,86,C,5
2230159,SI1201,92,C,5
2230160,SI1101,74,D,4
2230160,SD2401,77,E,2
2230160,SD1101,55,B,5
2230161,SD1201,75,A,2
2230161,SD2101,,A,4
2230161,SD2301,95,C,5
2230162,SD2301,73,A,3
2230162,SD1202,59,B,6
2230162,SD2101,68,D,6
2230163,SD2201,59,B,6
2230163,SD2301,69,A,2
2230163,SD1101,81,E,6
2230164,SD1101,67,A,5
2230164,SD1202,77,D,2
2230164,SD2201,86,C,6
2230165,SD2101,68,C,1
2230165,SD2301,,B,4
2230165,SD1101,79,B,4
2230166,SD1202,63,A,1
2230166,SD1101,56,C,5
2230166,SI1201,63,C,1
2230167,SD1101,81,B,3
2230167,SD1201,64,D,4
2230167,SD2101,73,A,1
2230168,SD1202,72,E,3
2230168,SD1201,54,D,5
2230168,SD2401,50,D,4
2230169,SI1101,62,C,6
2230169,SD1101,47,E,5
2230169,IF1201,74,D,2
2230170,SD1101,42,C,1
2230170,SD2101,50,B,4
2230170,SD1102,84,D,6
2230171,SD1101,71,E,4
2230171,SD2101,67,E,4
2230171,SD1201,62,A,6
2230172,SD1201,67,C,3
2230172,SD2401,76,B,4
2230172,SD1101,55,D,6
2230173,SD2301,48,D,6
2230173,IF1101,81,E,5
2230173,SD2401,48,A,3
2230174,SI1101,75,A,5
2230174,SD2201,57,A,6
2230174,IF1201,55,C,1
2230175,SD2201,70,E,5
2230175,SI1201,90,C,5
2230175,SD1102,74,C,6
2230176,SD1201,96,C,2
2230176,SD2301,87,C,5
2230176,IF1201,61,D,6
2230177,SD2401,71,E,3
2230177,IF1201,56,C,5
2230177,SI1201,69,E,3
2230178,SD2401,72,A,6
2230178,SD2101,86,C,2
2230178,SI1101,71,A,2
2230179,SI1101,67,C,2
2230179,SD2401,91,C,4
2230179,SD2101,74,B,1
2230180,SI1201,98,C,1
2230180,SD1102,56,E,3
2230180,IF1101,71,C,4
2230181,SI1101,78,B,3
2230181,SD2301,73,C,4
2230181,SD2201,60,D,4
2230182,IF1101,69,E,4
2230182,SI1201,76,A,4
2230182,SD1201,69,D,2
2230183,SD1102,71,A,3
2230183,SD2101,73,D,4
2230183,IF1101,65,B,2
2230184,SD1101,75,B,2
2230184,SD1102,71,A,5
2230184,SD1201,55,C,5
2230185,SD1101,90,C,5
2230185,SD1202,76,D,3
2230185,IF1101,71,B,5
2230186,IF1201,89,C,6
2230186,SD2301,100,C,5
2230186,SD1101,72,C,1
2230187,SD2301,68,E,5
2230187,IF1101,68,D,3
2230187,SD1202,71,D,3
2230188,SD1102,74,C,6
2230188,IF1201,70,B,2
2230188,SD1101,53,B,3
2230189,IF1201,64,A,5
2230189,SD1201,68,D,3
2230189,SI1101,68,D,5
2230190,SD2401,78,E,2
2230190,SD1101,58,B,4
2230190,SI1101,70,A,1
2230191,SD1102,,B,1
2230191,SD2101,64,B,2
2230191,SI1101,64,E,4
2230192,SD2201,56,A,6
2230192,SD2101,76,C,1
2230192,SI1101,89,C,1
2230193,SD2201,76,A,4
2230193,SD2401,50,C,5
2230193,SI1101,65,D,3
2230194,SI1101,84,D,2
2230194,SD2101,70,E,5
2230194,SD2301,67,D,4
2230195,SI1201,78,E,1
2230195,SD1102,77,E,6
2230195,SD2201,64,B,3
2230196,SD2401,50,E,5
2230196,IF1201,81,D,4
2230196,SD2301,59,E,6
2230197,SI1101,84,E,5
2230197,SI1201,67,B,4
2230197,SD1202,89,C,4
2230198,SD1101,59,C,5
2230198,SD2101,65,E,4
2230198,SD2301,71,E,2
2230199,SD2201,65,C,6
2230199,SD1201,53,A,6
2230199,SD2301,80,A,4
2230200,IF1101,78,C,6
2230200,SI1101,99,C,6
2230200,SD2201,64,C,1
2230201,IF1201,73,C,2
2230201,SD1102,70,D,2
2230201,SD1201,79,C,5
2230202,SI1101,71,B,1
2230202,SD2101,79,E,4
2230202,IF1101,79,A,5
2230203,IF1201,64,B,6
2230203,SD1101,70,B,5
2230203,IF1101,74,C,2
2230204,IF1201,62,D,3
2230204,SD1101,100,C,1
2230204,SI1201,,E,5
2230205,SD1202,79,B,4
2230205,SD1201,59,E,5
